,epithelial cell,T cell,plasma cell,B cell,mesenchymal cell,endothelial cell,myeloid cell
HSPB8,0.00041528238,0.0011293055,0.001447178,0.0,0.17071103,0.021505374,0.0
WTAP,0.31619105,0.17109706,0.20190275,0.20971245,0.334809,0.20566364,0.2752526
DDX3X,0.10835228,0.2758585,0.18089974,0.18857703,0.28622743,0.24059133,0.17218971
PICALM,0.038775615,0.04686621,0.054269187,0.024707414,0.088480815,0.204301,0.12626263
KLHL6,0.005217583,0.035008486,0.17515735,0.08972691,0.001669449,0.002688172,0.05555556
ATP1A1,0.23869568,0.12996374,0.0823685,0.10137452,0.21606746,0.16935477,0.085858576
CTSW,0.004904946,0.17596716,0.039189592,0.01170351,0.0056474544,0.0015230421,0.01010101
ANO6,0.02063755,0.028844612,0.014522545,0.028608587,0.1936562,0.07258064,0.04040404
FCRLA,0.00013842747,0.011857704,0.009406658,0.17000438,0.0,0.0,0.0
RBMS1,0.0053347996,0.057577256,0.007612074,0.015612109,0.18642193,0.071236566,0.045454547
PCGF3,0.18399039,0.030491257,0.14762153,0.028608585,0.038397327,0.055107534,0.045454547
PTMA,0.15824482,0.19962724,0.27980638,0.26914227,0.119519964,0.13826013,0.22649409
RAET1E-AS1,0.09248898,0.011293053,0.003617945,0.00780234,0.14524215,0.12186377,0.0
RAPGEF5,0.019160606,0.0033879164,0.010853836,0.024707416,0.003338898,0.17510045,0.0
ANTXR1,0.0023552277,0.0005646527,0.0,0.0,0.16694501,0.0,0.0
GNS,0.01471227,0.021456806,0.02243142,0.01040312,0.18363951,0.06202282,0.09090908
CEBPB-AS1,0.038275257,0.09288529,0.036179457,0.05721718,0.15191993,0.05645162,0.19949497
GEM,0.0042912504,0.03726709,0.009406658,0.0013003901,0.17363644,0.0,0.015151516
LINC02362,0.003108569,0.0,0.16754816,0.0026007802,0.0050083473,0.0,0.0
RSRP1,0.10915142,0.23124163,0.11017125,0.21457079,0.09515862,0.08333333,0.08554609
CD5,0.0029069765,0.17166167,0.002894356,0.019505851,0.003338898,0.002688172,0.01010101
RASAL2-AS1,0.056967743,0.0028232636,0.000723589,0.0009536194,0.066854075,0.1747311,0.07575757
CLINT1,0.086087205,0.08193094,0.23747422,0.09622883,0.09682808,0.06761922,0.045454547
TMEM198,0.014811726,0.01778656,0.17655544,0.0052015604,0.04006678,0.0,0.01010101
CDC37,0.0576259,0.08815298,0.07887115,0.08287991,0.090150274,0.24462354,0.1111111
PHLDB1,0.025348054,0.0056580394,0.004341534,0.0,0.17299405,0.053763445,0.005050505
ST7L,0.04381238,0.038548026,0.03046679,0.04161249,0.20701182,0.088709675,0.055555556
LYN,0.011258457,0.030491259,0.02248246,0.13667093,0.010016694,0.05913979,0.16161616
PSMC3IP,0.18149167,0.014680968,0.01736614,0.00910273,0.023372289,0.021505374,0.07070707
ATP5MC2,0.19487524,0.24906695,0.18847175,0.33094293,0.1806872,0.17861986,0.29808447
TRAC,0.0030454036,0.1775559,0.010130246,0.06698171,0.031719536,0.005376344,0.025252525
ZNF814,0.23090558,0.04901252,0.09312425,0.07484337,0.052097723,0.08607821,0.07959043
IGKV2D-29,0.005160048,0.0011763598,0.16807126,0.0072821844,0.0025041737,0.0036290325,0.0033670035
IFITM2,0.0046067797,0.037118733,0.0068017365,0.02449378,0.11660328,0.16462255,0.097643085
RASL11A,0.17648208,0.011909822,0.040110316,0.028183995,0.09528888,0.00816709,0.013861205
POLR2L,0.16156974,0.02202146,0.02532562,0.022106633,0.10517531,0.14792077,0.04040404
SAMD14,0.17961238,0.011293053,0.0115774255,0.0052015604,0.05676126,0.029569888,0.020406576
FNDC3B,0.027417494,0.0073404843,0.16100027,0.0065019503,0.11856306,0.08333333,0.015151516
JMJD1C,0.06307643,0.13325784,0.073507756,0.16644993,0.14327434,0.23391166,0.07575757
IL24,0.0011074197,0.07679274,0.002170767,0.16384916,0.0,0.002688172,0.025252525
BCL6,0.0037375404,0.025974032,0.004703328,0.035110533,0.18197006,0.037634406,0.03030303
DIMT1,0.12312602,0.26701552,0.10081613,0.19337788,0.11854889,0.19926305,0.21969701
DOCK10,0.004568106,0.16153371,0.018089727,0.08242221,0.0116861425,0.002688172,0.10101009
ARF6,0.27064326,0.2443442,0.20332798,0.24902476,0.13224277,0.27150524,0.32828295
PMM2,0.16718635,0.025429573,0.04541065,0.03313472,0.09187525,0.1477533,0.015447665
MEF2C,0.004014395,0.008479426,0.09652664,0.16644992,0.01669449,0.08870967,0.02020202
CREB5,0.0015227022,0.0016939582,0.002894356,0.0,0.16861443,0.034946233,0.015151516
TMEM200B,0.19704294,0.04799552,0.03256151,0.044213273,0.021702839,0.03225806,0.04040404
TSTD3,0.22835422,0.15493016,0.31545728,0.18077783,0.16128275,0.13614674,0.17171715
NIN,0.014327231,0.13466944,0.05065124,0.17880368,0.058430705,0.03763441,0.13131313
CYTIP,0.0045681056,0.15547611,0.086107,0.11322778,0.0050083473,0.0,0.07575758
FAM13A-AS1,0.17673829,0.019198194,0.008683069,0.00780234,0.031719536,0.005376344,0.030303031
EPB41,0.03495198,0.17502263,0.055346414,0.15275006,0.04193472,0.019212905,0.060966346
RICTOR,0.011514801,0.05364205,0.024963826,0.057217184,0.14873865,0.15860209,0.02020202
CR2,0.0,0.011857707,0.01375225,0.16775031,0.0,0.0,0.02020202
SYNE2,0.074419186,0.14065635,0.11361202,0.078319095,0.0902353,0.2221222,0.031162173
ZNF165,0.12146373,0.09792685,0.07814874,0.19505854,0.023372289,0.016165938,0.07323232
SPINT1,0.17139702,0.0073404843,0.01739377,0.016905071,0.003338898,0.005376344,0.015151516
TP53INP1,0.037844434,0.025409382,0.18089685,0.071528316,0.011686143,0.010752688,0.02020202
TLN1,0.027490003,0.11946264,0.040520992,0.11070874,0.12186983,0.15322576,0.20214285
IGKV1D-12,0.007999298,0.0062226774,0.16995479,0.00747584,0.005939914,0.008422939,0.025523264
RBM7,0.25141528,0.093537785,0.14240207,0.08478542,0.12086815,0.11863729,0.20202023
SULF2,0.03532549,0.008752116,0.026772799,0.00910273,0.023612471,0.16666658,0.111111104
SPI1,0.0013842747,0.0069640493,0.010853836,0.027308196,0.003338898,0.0,0.16666669
AREG,0.06339625,0.08074532,0.028943565,0.074122235,0.0116861425,0.002688172,0.1818182
GABPB1,0.0873556,0.19085224,0.054992776,0.20026018,0.05676126,0.08064515,0.12121212
PRPF39,0.23727322,0.0725579,0.06439943,0.0884265,0.07345575,0.08602149,0.116161615
CCR7,0.0008305648,0.12192618,0.0050651226,0.12093622,0.003338898,0.0,0.10101009
DERL3,0.0066497605,0.0033879164,0.16566944,0.019505851,0.0050083473,0.0,0.005050505
MEAF6,0.18646926,0.025801327,0.070491,0.026426695,0.043405674,0.008064516,0.035353534
ATP8B4,0.16651239,0.07792208,0.003617945,0.011703511,0.0,0.010752688,0.04040404
DDX24,0.050341133,0.23178928,0.18102081,0.17951375,0.20868132,0.19892469,0.13636366
TRBC1,0.0024916942,0.1698603,0.016319452,0.049631562,0.008377592,0.002688172,0.017676769
TRIM22,0.004422844,0.120281376,0.007959479,0.17433116,0.06347807,0.059168987,0.07575758
CYGB,0.00069213734,0.009034444,0.015918959,0.16840059,0.025041739,0.008064516,0.005050505
MBD4,0.028730627,0.08639182,0.15195435,0.18218459,0.040066775,0.075268805,0.035353534
TINF2,0.20890933,0.044833455,0.046309706,0.050065033,0.053422365,0.11559138,0.08080808
IFNGR2,0.07800398,0.018639354,0.12083913,0.093120925,0.1535894,0.06989248,0.20212644
GANC,0.13967434,0.15917522,0.085383415,0.14044209,0.2696161,0.20567748,0.1262626
SLC19A2,0.007336658,0.006775832,0.002894356,0.0026007802,0.16360605,0.005376344,0.005050505
TSPAN1,0.16896807,0.009599095,0.031957492,0.00780234,0.01502504,0.010752688,0.0
SAT1,0.08287549,0.06346092,0.11070969,0.08174546,0.09392761,0.04311929,0.22727278
IL16,0.13357694,0.10729455,0.16353318,0.17576234,0.051752917,0.008064516,0.111111104
ELP2,0.17630029,0.023715418,0.014471782,0.01690507,0.03672788,0.010752688,0.015151516
ENPP2,0.0023662127,0.0016939582,0.000723589,0.0,0.0,0.1612903,0.020278243
SRP54,0.053859923,0.08243929,0.21786995,0.06501952,0.03839733,0.09677418,0.07070707
EPB41L3,0.020902555,0.0011293055,0.001447178,0.0013003901,0.109337606,0.09005376,0.14141414
TREH,0.09100077,0.0,0.001447178,0.0,0.11021119,0.12903222,0.0
IDI2-AS1,0.20450938,0.18671618,0.0658466,0.24212627,0.133556,0.15591392,0.11111109
DENND4C,0.080474555,0.09712015,0.03256151,0.05331601,0.21410698,0.1317204,0.085858576
B9D1,0.087140016,0.01298701,0.02532562,0.0130039,0.11519205,0.16935478,0.045454547
MIR155HG,0.0023532668,0.010163747,0.16280726,0.01690507,0.003338898,0.005376344,0.0
ABCA8,0.0013163444,0.0,0.000723589,0.00055731006,0.15792136,0.002688172,0.0
IGHV4-28,0.002387696,0.0019335079,0.15875626,0.0019505852,0.0025041737,0.00089605735,0.0005827506
HPS3,0.009410769,0.039445173,0.008683069,0.046965964,0.18197007,0.064516135,0.035353534
RNF144B,0.0040688384,0.009034442,0.000723589,0.016905071,0.001669449,0.064516135,0.16161618
MMP25,0.034537703,0.18351507,0.047033295,0.027308194,0.02003339,0.07258064,0.116161615
EVI2B,0.010229787,0.12247589,0.13701619,0.12743817,0.013355593,0.017473118,0.1060606
PHF3,0.11834212,0.24571638,0.18565306,0.26464668,0.17198826,0.16397843,0.106060594
GREM1,0.0030499343,0.0005646527,0.0,0.0,0.15822044,0.0,0.005050505
MUC5B,0.1597983,0.0011293055,0.013748191,0.0,0.006677796,0.0,0.0
TRMT112,0.20484607,0.034782626,0.03559405,0.057347223,0.06677795,0.067204304,0.05050505
SYNE1,0.005495077,0.093968615,0.049908303,0.06915486,0.1725535,0.12130461,0.015550973
SLC8A1-AS1,0.0116888825,0.0,0.0,0.0,0.008347245,0.016129032,0.16161618
HTRA2,0.1349868,0.18044606,0.22944124,0.22846664,0.16700391,0.07526881,0.10353534
SLC26A2,0.16935109,0.007679276,0.024830434,0.0030342436,0.025041739,0.008064516,0.02020202
APOBR,0.06631091,0.025691703,0.011215631,0.0039011703,0.001669449,0.0,0.16161619
IGHV4-34,0.00555262,0.009979809,0.16116565,0.01058889,0.0070951586,0.0,0.0
DCLK1,0.0009689923,0.0,0.0,0.0,0.1569378,0.005376344,0.0
EMILIN3,0.15886776,0.0005646527,0.000723589,0.0013003901,0.008347245,0.002688172,0.005050505
ASAH1,0.03488645,0.03110685,0.04341535,0.05591679,0.08848081,0.043010753,0.19696975
PRKAR2A-AS1,0.18981706,0.19540368,0.08635748,0.090010114,0.22217077,0.21373577,0.21258196
MYCBP2,0.020967014,0.1402756,0.09146156,0.21729109,0.11877955,0.12384558,0.13636363
MAP3K13,0.1751618,0.010464192,0.021037836,0.010460824,0.023372289,0.030250331,0.030477947
DSG2,0.16326663,0.0011293055,0.029628022,0.0,0.003338898,0.010752688,0.015151516
MAST4,0.013974671,0.03214679,0.012059151,0.05088404,0.05083984,0.17899375,0.01721514
KMT2E,0.114779964,0.21401483,0.27748883,0.20419627,0.13640228,0.2553762,0.18615128
SRGAP1,0.04594429,0.006775832,0.006512301,0.0052015604,0.15915273,0.04839376,0.106060594
SPOCK2,0.0027685491,0.1577903,0.0050651226,0.07542845,0.0050083473,0.002688172,0.02020202
ZNF831,0.00013842747,0.15807763,0.002170767,0.00910273,0.003338898,0.002688172,0.0
DEPP1,0.007059802,0.0011293055,0.001447178,0.0039011703,0.10201318,0.14516127,0.02020202
SH3BGRL3,0.10286319,0.14855182,0.092774674,0.079974,0.11619368,0.09811826,0.25050506
PLEC,0.07749957,0.03642012,0.028943565,0.031209368,0.07846412,0.19220425,0.035353534
CDC42,0.2029973,0.14904703,0.12922825,0.16160226,0.16822866,0.2593766,0.28482726
RPS28,0.13287094,0.14336197,0.112291925,0.18696958,0.048685633,0.21140222,0.070707075
TMPO,0.04996066,0.1433308,0.05761326,0.18610027,0.0684474,0.091397844,0.1818182
TSTD2,0.008562752,0.008469789,0.006512301,0.01560468,0.050083466,0.16666661,0.015151516
RPSA,0.0634145,0.16702099,0.10471897,0.21577854,0.06508362,0.08096114,0.07994903
GIMAP4,0.0016611296,0.109509654,0.005788712,0.04213265,0.003338898,0.15053758,0.035353534
PLEKHG1,0.012199066,0.004517222,0.004341534,0.062418744,0.013355592,0.16346243,0.015151516
PTPN6,0.010105202,0.1050253,0.05028945,0.15484567,0.003338898,0.002688172,0.07575758
LDLRAD4,0.018908774,0.16702048,0.013978343,0.096221305,0.006677796,0.03225806,0.04040404
DCTN2,0.20785007,0.037832383,0.05571699,0.052015617,0.055140987,0.0860215,0.096425034
ADM,0.040697746,0.0039525693,0.010853836,0.0052015604,0.16866897,0.021505374,0.035353534
FOXH1,0.16178948,0.0073404843,0.014471782,0.0039011703,0.003338898,0.008064516,0.015151516
PRC1-AS1,0.16546619,0.04690913,0.0115774255,0.074151926,0.013355591,0.04301075,0.12626262
EIF2AK1,0.20717658,0.039243385,0.06729377,0.051897284,0.05843071,0.051075272,0.070707075
MYH10,0.19882818,0.027161736,0.08809167,0.03325533,0.060197033,0.10763396,0.091858946
HLA-DQA2,0.00069213734,0.007369563,0.012156297,0.044083234,0.001669449,0.0024193549,0.15926895
SPAG9,0.061432473,0.048838183,0.049482234,0.043406527,0.18599579,0.1560625,0.07575757
MEF2A,0.021707023,0.041985825,0.082410805,0.117271475,0.12020369,0.19627425,0.07575758
CFAP73,0.17813316,0.016939579,0.029667156,0.029475514,0.01836394,0.064516135,0.085858576
NOTCH2,0.06291945,0.037254717,0.033295598,0.12671082,0.1702569,0.005376344,0.08757411
FYN,0.0022148394,0.1708304,0.014471782,0.03381015,0.046744566,0.018817203,0.02020202
LARP6,0.0011074197,0.0,0.000723589,0.0,0.15525882,0.026881719,0.0
MPZL2,0.029208234,0.009599094,0.0050651226,0.0026007802,0.001669449,0.15953493,0.005050505
IGLV3-9,0.008795895,0.0044231126,0.160512,0.005635024,0.0,0.054355122,0.022727272
PTCD1,0.21219075,0.064370446,0.052460216,0.07789337,0.08848082,0.11155911,0.041060857
DHRS4-AS1,0.24689133,0.09994342,0.07099682,0.11963581,0.13021708,0.102150515,0.16266228
ST20-AS1,0.12891467,0.04550908,0.02538938,0.10443994,0.03672788,0.056474295,0.1818287
RAI14,0.00872093,0.0,0.002894356,0.0,0.01502504,0.15591393,0.0
NASP,0.15693744,0.11948816,0.08387299,0.11751813,0.1336882,0.25511816,0.0932803
TIMP1,0.006967518,0.0053322176,0.031114334,0.01170351,0.14870635,0.1048387,0.09141414
LGALS1,0.0070598023,0.016374927,0.07623385,0.029908976,0.15025051,0.06505402,0.13885306
HNRNPA0,0.053098604,0.16617861,0.0941294,0.14552285,0.21202019,0.10215053,0.06565657
ETS2,0.10878277,0.011857704,0.015050653,0.00910273,0.05279603,0.14247307,0.12121212
DDX21,0.058011595,0.08300393,0.09789112,0.10403118,0.20200346,0.19122392,0.07575758
B3GNT4,0.19013979,0.035237126,0.03256151,0.03641093,0.04340567,0.037830517,0.06565657
FCGRT,0.07407964,0.022924906,0.03473228,0.019505853,0.15377407,0.08751579,0.15151514
PAX5,0.006104701,0.0073811347,0.025774572,0.16248748,0.008488774,0.008082713,0.020516139
FCRL3,0.00027685493,0.044325262,0.015195372,0.15474638,0.0,0.0,0.0
SIX5,0.033914775,0.004517222,0.15846567,0.0013003901,0.0116861425,0.005376344,0.005050505
MCM3AP-AS1,0.18227427,0.039525706,0.04196817,0.052079182,0.046076793,0.11559137,0.13636364
TCF7,0.014534873,0.1632032,0.0072358903,0.0409623,0.003338898,0.01344086,0.015151516
OS9,0.05681763,0.055916067,0.17370486,0.06046816,0.18366794,0.07797658,0.13897066
DDIT4,0.056653522,0.19402447,0.1841685,0.19370462,0.108621664,0.10752686,0.1969697
SEC31A,0.0521689,0.08072851,0.16461617,0.07607282,0.20311338,0.08218385,0.06636827
SYTL3,0.018687708,0.1616702,0.022431262,0.01040312,0.0050083473,0.008064516,0.065656565
SRPX,0.0023532668,0.0016939582,0.004341534,0.0,0.15252128,0.05913979,0.01010101
SP100,0.029078318,0.12731539,0.09817608,0.20539872,0.07070697,0.09615482,0.060612462
YWHAG,0.06225425,0.04370415,0.053545598,0.055916794,0.17696173,0.16935477,0.083333336
CDC42EP3,0.0065753055,0.035096224,0.030824898,0.030342441,0.008347245,0.16666663,0.01010101
SLC5A10,0.008167222,0.051702105,0.013024604,0.13924655,0.0,0.12096773,0.025252525
SERINC1,0.030038837,0.09561257,0.046309706,0.06449936,0.16360609,0.17741929,0.08080807
GPS2,0.14695178,0.1717695,0.13233574,0.2532375,0.120868176,0.07016129,0.12424241
ZNF107,0.0081875175,0.0723079,0.034736738,0.17049174,0.015025041,0.018817203,0.045531932
NUDT22,0.23163432,0.11242216,0.13531312,0.20091042,0.10314813,0.073924735,0.1161616
RPLP2,0.05995902,0.17716339,0.11080759,0.20504874,0.07475584,0.07795699,0.08080808
APOE,0.003120497,0.0186203,0.0072358893,0.01430429,0.14702284,0.008064516,0.095959604
SHE,0.0056856,0.0008469791,0.001447178,0.0,0.033388983,0.15591392,0.045454547
MMP19,0.06207622,0.004517222,0.019536907,0.0039011703,0.13867188,0.03225806,0.12626262
GRTP1-AS1,0.15198213,0.0005646527,0.0079594795,0.0,0.0116861425,0.0,0.0
RBMX,0.07394302,0.20611006,0.11061119,0.20443709,0.18988256,0.14761072,0.08585858
SBF1,0.18565705,0.027110334,0.030405663,0.028675891,0.04674457,0.072882965,0.07575758
PITPNA,0.16725394,0.17899443,0.20383233,0.21409996,0.123539284,0.072580636,0.08585858
CTNNB1,0.086046256,0.103442356,0.045592338,0.08585733,0.20974198,0.1722409,0.1262626
FAM149B1,0.18166186,0.033309944,0.017727934,0.047897708,0.03590382,0.059139792,0.030303031
MPI,0.16924551,0.023944704,0.020260496,0.03381015,0.046774574,0.108422905,0.03030303
SEC61A1,0.04775031,0.049248848,0.19664916,0.033810146,0.0717863,0.08887061,0.047979802
TRIM31,0.15354082,0.004517222,0.020260496,0.0026007802,0.003338898,0.002688172,0.005050505
NOLC1,0.03429082,0.07524026,0.08683062,0.0780234,0.2000298,0.13709675,0.055555556
IL10RB-DT,0.028750902,0.03856579,0.056439955,0.024707414,0.01836394,0.15860207,0.12878786
PDK3,0.13597068,0.22721444,0.07420079,0.18868668,0.1744575,0.16129026,0.23819225
C1RL,0.01351634,0.008056466,0.0049927644,0.0030969486,0.15702751,0.022834267,0.01010101
OTUD7B,0.16185327,0.009284301,0.014739367,0.006090435,0.01836394,0.021505374,0.02020202
PTPRS,0.015828293,0.009444965,0.026435494,0.018218946,0.16052087,0.0030822994,0.012626262
TPST2,0.007526068,0.04257484,0.12764089,0.024707414,0.010016694,0.13763437,0.02020202
FUBP1,0.07342599,0.19141681,0.115774035,0.22236678,0.16193663,0.16666661,0.08383839
ADGRD1,0.002768549,0.0016939582,0.0,0.0,0.14774889,0.0,0.0
EIF4B,0.10882507,0.22043203,0.17323728,0.2849722,0.16197023,0.1595133,0.17290407
UFM1,0.07019677,0.08869807,0.21490535,0.09232768,0.15692833,0.10752685,0.05555556
TMEM263,0.04900943,0.04968947,0.08248908,0.04681405,0.19532569,0.049731184,0.04040404
LACTB2-AS1,0.22592829,0.06747603,0.0600579,0.10143038,0.09515862,0.09525534,0.090909086
ZC3HAV1,0.037968278,0.20454195,0.068932764,0.122884564,0.14586663,0.099218145,0.07744201
PPT2-EGFL8,0.14778417,0.061200332,0.072648294,0.055136554,0.09949921,0.18825841,0.17375311
ABCA9,0.0019379846,0.0011293055,0.000723589,0.0026007802,0.14858104,0.006989247,0.0
LRTOMT,0.19131255,0.0710898,0.055644006,0.09242161,0.02003339,0.04032258,0.08080808
ANKUB1,0.039072137,0.017504232,0.03329872,0.023407022,0.10517533,0.11586018,0.1583371
AXL,0.008421902,0.011039505,0.010000769,0.002772505,0.15380585,3.2046286e-05,0.04035147
SF3B1,0.0589954,0.22614925,0.14932054,0.2158648,0.16531761,0.14381716,0.14646465
ADAR,0.069097,0.21915406,0.13683549,0.23345971,0.14882366,0.17473112,0.14646465
SLC39A9,0.110228136,0.2001732,0.10130756,0.22117676,0.17880599,0.08870966,0.101083696
CTSS,0.034051057,0.030779922,0.068564065,0.06503382,0.021702839,0.043010753,0.18191978
ACSL1,0.006575064,0.012660187,0.0072358893,0.01040312,0.07011686,0.008064516,0.15151516
RAD21,0.07676532,0.23443754,0.14197995,0.23204432,0.16694975,0.1854838,0.14949495
ARMCX3-AS1,0.042220466,0.12042203,0.22780298,0.1430429,0.133556,0.1129032,0.1111111
PER1,0.016268952,0.135339,0.0507236,0.028608585,0.15867002,0.051075272,0.101010084
AFF4,0.09112522,0.10265375,0.09059306,0.118338645,0.2420703,0.16443369,0.11111111
SLC12A2,0.15295097,0.0051688943,0.01736614,0.00910273,0.008347245,0.01344086,0.0
ISCU,0.018415183,0.050315984,0.17475085,0.059167773,0.04340567,0.016129032,0.030303031
FLRT2,0.0026001115,6.844402e-05,0.000723589,8.609364e-05,0.14524212,0.0483871,0.0
CRYBG1,0.148015,0.16064337,0.07159258,0.12223662,0.01669449,0.048387095,0.13131312
NCAPD2,0.076748565,0.10615457,0.066570185,0.21534505,0.0684474,0.064516135,0.12626263
PAM,0.0076135118,0.013551663,0.008683069,0.011183354,0.14190325,0.09139784,0.005050505
PSD,0.18444379,0.18464096,0.17691706,0.17110218,0.14941578,0.24193534,0.30808088
PRRC2A,0.057791512,0.15777986,0.079594724,0.12613778,0.2036729,0.1693548,0.18434349
KLF10,0.03697399,0.055900656,0.09189576,0.050715227,0.19031727,0.09408601,0.035353534
HLA-DQB2,0.00041528238,0.0062111802,0.0039797393,0.01823797,0.0,0.008064516,0.14898992
EML2,0.032599624,0.038200516,0.16792417,0.032509755,0.0050083473,0.018866302,0.05555556
MYOC,0.00013842747,0.0,0.0,0.0,0.14357264,0.0,0.0
CASC11,0.026232027,0.0039525693,0.009406658,0.00910273,0.15191995,0.07795698,0.020965207
KLF15,0.053386994,0.035246037,0.13613479,0.04204596,0.18026933,0.109081015,0.070771724
VPS37B,0.081946395,0.1821934,0.13822421,0.10065013,0.025041739,0.08494623,0.040404044
ZBTB44,0.18472268,0.04065502,0.028943567,0.04559796,0.04507512,0.0483871,0.045454547
S100A6,0.18533495,0.054916553,0.07877022,0.04824449,0.13903566,0.08338959,0.035353534
PSMB8,0.05913395,0.1440989,0.06594308,0.18447144,0.060100157,0.03924731,0.12222222
SLC9B1,0.11703449,0.037920695,0.15204436,0.039011713,0.05676125,0.034946233,0.15151517
MS4A6A,0.001462547,0.0059853187,0.002894356,0.00910273,0.001669449,0.0,0.14646465
BRI3,0.1527801,0.0016939582,0.007959479,0.0039369906,0.013760702,0.024193546,0.015151516
NKG7,0.0019379846,0.15079685,0.0072358903,0.0065019503,0.010016694,0.008064516,0.015151516
CHEK2,0.1705444,0.09466332,0.22575915,0.19117218,0.218698,0.14516124,0.25330427
CD2AP,0.18488616,0.04856017,0.06066506,0.08062418,0.03505843,0.08333333,0.022727272
WNK1,0.057148673,0.16561292,0.063893326,0.09232768,0.096868105,0.20430097,0.12149269
LNPEP,0.024109883,0.14850335,0.04269176,0.14239268,0.04674457,0.03763441,0.03030303
ADH1C,0.14658648,0.0020327498,0.055692613,0.0,0.018781302,0.006451613,0.0016835018
PDIA6,0.040340777,0.029644277,0.17528552,0.03257316,0.056761254,0.025268815,0.030303031
EEF1B2,0.065514274,0.12583552,0.13630873,0.1760204,0.04190317,0.03673835,0.062289566
TNKS2,0.036479592,0.14624482,0.06078149,0.15381248,0.12520874,0.18548381,0.14646465
ITGB1,0.07470436,0.03218522,0.033633303,0.016759558,0.13031954,0.15565541,0.04386389
PLEKHJ1,0.12056212,0.13856502,0.04341535,0.1689207,0.04340567,0.043010753,0.055555556
SUB1,0.06216837,0.06788581,0.20054987,0.06957089,0.050161213,0.059139796,0.052096717
CAMK4,0.012736201,0.15151548,0.009406658,0.033159953,0.0050083473,0.0,0.015151516
EPB41L2,0.0236326,0.007905137,0.01664255,0.0156046795,0.15358938,0.08870966,0.06565657
KDM1A,0.10887529,0.031338237,0.025565147,0.029258782,0.06460767,0.17204292,0.060606066
SSH2,0.02807782,0.14166869,0.01736614,0.1358308,0.06010015,0.021505374,0.09670223
NES,0.0008305648,0.0,0.0,0.0,0.010016694,0.14288571,0.0
PRKAR1A,0.017151268,0.063560314,0.045935456,0.063263975,0.12765999,0.17473114,0.098484844
LIG3,0.18337914,0.034325946,0.06197067,0.039227545,0.048906125,0.04032258,0.0410992
TNFAIP2,0.005398671,0.0039525693,0.041968167,0.0,0.15025048,0.040322583,0.07070707
EFHD1,0.0011968093,0.0015810276,0.00073240674,0.0,0.14193217,0.002688172,0.0
AHR,0.088141896,0.11135159,0.016128272,0.046763808,0.13392568,0.096922584,0.17646043
RGMA,0.0046373345,0.0,0.001447178,0.0,0.14238021,0.002688172,0.0006753825
PDCD6IP,0.1537527,0.060417883,0.048842262,0.058424246,0.12437402,0.17275977,0.050505053
THRIL,0.150312,0.0067758327,0.0050651226,0.033810146,0.001669449,0.005376344,0.027777776
CAV2,0.001591916,0.0,0.002894356,0.0,0.006677796,0.14247307,0.0
SRGAP2,0.0035768386,0.010636796,0.020785498,0.030162744,0.038039163,0.064791866,0.15830155
BCLAF1,0.06498658,0.20884266,0.1776965,0.19640231,0.18194695,0.14059138,0.102020204
MXD1,0.11342704,0.024203233,0.052507587,0.0156046795,0.030050086,0.021505374,0.15151516
ELN,0.005071712,0.0011293055,0.0,0.0026007802,0.13898562,0.061827965,0.0
PDGFA,0.19427629,0.087140664,0.047954697,0.13386732,0.055493165,0.1468534,0.086269826
ASXL3,0.14216076,0.0011293055,0.001447178,0.0,0.0050083473,0.00559198,0.0
STK4,0.012529785,0.13772626,0.07101404,0.12226853,0.0116861425,0.013484686,0.062098954
SULT1B1,0.14504078,0.0031620553,0.014484419,2.498505e-05,0.001677645,0.005376344,0.01010101
ACIN1,0.122387506,0.23055343,0.10455846,0.20078027,0.18699542,0.13978492,0.090909086
IGKV6-21,0.0021966689,0.0059288526,0.14553437,0.011053315,0.001669449,0.001344086,0.017676767
TPST1,0.0029069763,0.0016939582,0.0115774255,0.00780234,0.14607684,0.01344086,0.005050505
PLIN2,0.021256525,0.018310878,0.006512301,0.011053315,0.1574191,0.030813515,0.04040404
ZNF217,0.061392833,0.17195293,0.07894376,0.14954484,0.085559264,0.037634406,0.15656565
MAP4K1,0.0011421181,0.08729526,0.04413894,0.14174248,0.003338898,0.002688172,0.04040404
NEMF,0.19897383,0.052880358,0.06512418,0.046814058,0.07359883,0.07795699,0.060606062
EPS15,0.036337268,0.1521736,0.09334994,0.14182292,0.18530898,0.18070485,0.14646465
PIAS1,0.19620635,0.056747638,0.05065124,0.07737321,0.061769605,0.06989248,0.045454547
WAS,0.002021041,0.098990545,0.03473228,0.1019952,0.0050083473,0.0,0.1161616
SF1,0.066974424,0.18220335,0.12768945,0.20247087,0.2139464,0.1397849,0.11616161
JAK1,0.03266893,0.16604108,0.06150508,0.16484231,0.10934896,0.06317204,0.075757585
SRSF7,0.047095146,0.19856909,0.12187392,0.14098497,0.09449084,0.07795699,0.060606066
TRIP10,0.02414765,0.0039525693,0.012301015,0.0065019503,0.15191993,0.031182792,0.015151516
IGHV3-49,0.0024703895,0.001451447,0.14234145,0.0033810143,0.003338898,0.002688172,0.011784512
RPS27,0.023210712,0.102536656,0.06268383,0.16932788,0.03567141,0.027761776,0.051515147
DOCK9,0.003599113,0.013551662,0.003617945,0.0052015604,0.028380638,0.14516127,0.0
KDR,0.00041528238,0.0,0.0,0.0,0.010016694,0.13978492,0.0
